member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,next_payment_date,last_credit_pull_date,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type
10388866,28000,28000.0,28000.0,,7.9,876.13,A,A4,7 ,MORTGAGE,140000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,19.17,0,Aug-1984,0,,,16,38,0.0,0.0,12265.82,12265.82,10110.71,2155.11,0.0,0.0,0.0,Jan-2021,876.13,,Jan-2022,0.0,,1,INDIVIDUAL
10388728,19000,19000.0,19000.0,60 ,,521.53,E,E2,2 ,MORTGAGE,47500.0,Source Verified,Nov-2019,Charged Off,n,credit_card,32.43,0,Mar-2004,6,45.0,,10,22,0.0,0.0,8712.8,8712.8,2356.96,3900.62,26.08,2429.14,437.245200001,Nov-2020,521.53,,Apr-2021,0.0,45.0,1,INDIVIDUAL
10388389,11875,11875.0,11875.0,36 ,8.9,377.07,A,A5,3 ,RENT,66000.0,Not Verified,Nov-2019,Charged Off,n,credit_card,26.47,0,Aug-1993,0,,,10,43,0.0,0.0,751.94,751.94,578.45,173.49,0.0,0.0,0.0,Jan-2020,377.07,,Jan-2022,0.0,,1,INDIVIDUAL
10387891,18000,18000.0,18000.0,36 ,7.9,563.23,A,A4,< 1 ,OWN,52000.0,Verified,Nov-2019,Charged Off,n,credit_card,7.92,0,Mar-1993,0,,,8,19,0.0,0.0,11263.46,11263.46,9472.58,1790.88,0.0,0.0,0.0,Jul-2021,563.23,,Jan-2022,0.0,,1,INDIVIDUAL
10387118,7750,7750.0,7750.0,36 ,15.61,270.98,C,C3,6 ,RENT,42000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,20.91,0,Oct-2000,0,25.0,,4,23,0.0,0.0,5961.29,5961.29,4302.02,1659.27,0.0,0.0,0.0,Sep-2021,270.98,,Jan-2022,0.0,,1,INDIVIDUAL
10387050,5475,,5475.0,36 ,14.3,187.93,C,C1,,OWN,23000.0,Verified,Dec-2019,Charged Off,n,debt_consolidation,27.2,0,Mar-1986,2,,,9,24,0.0,0.0,3382.44,3382.44,2446.72,935.72,0.0,0.0,0.0,Jun-2021,187.93,,Dec-2021,0.0,,1,INDIVIDUAL
10386882,11200,11200.0,11200.0,36 ,14.3,384.43,C,C1,10+ ,MORTGAGE,72900.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,4.61,0,May-1994,0,,107.0,6,8,0.0,0.0,8456.23,8456.23,6269.35,2186.88,0.0,0.0,0.0,Sep-2021,384.43,,Jan-2022,0.0,,1,INDIVIDUAL
10362415,1500,1500.0,1500.0,36 ,19.22,55.16,D,D4,10+ ,RENT,54500.0,Not Verified,Dec-2019,Charged Off,n,debt_consolidation,27.86,0,May-1996,0,,,12,18,0.0,0.0,330.58,330.58,194.24,136.34,0.0,0.0,0.0,Jun-2020,55.16,,Jan-2022,0.0,,1,INDIVIDUAL
10361989,8000,8000.0,8000.0,36 ,14.3,274.59,C,C1,< 1 ,RENT,47000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,7.25,0,Aug-2007,1,,,15,20,0.0,0.0,1922.13,1922.13,1300.56,621.57,0.0,0.0,0.0,Jun-2020,274.59,,Jan-2022,0.0,,1,INDIVIDUAL
10361967,14500,14500.0,14500.0,60 ,15.61,349.62,C,C3,< 1 ,RENT,36000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,8.69,0,Dec-1996,0,,,4,13,0.0,0.0,4193.34,4193.34,2075.41,2117.93,0.0,0.0,0.0,Nov-2020,349.62,,Jan-2022,0.0,,1,INDIVIDUAL
10361916,10000,10000.0,10000.0,36 ,12.99,336.9,B,B4,10+ ,MORTGAGE,125000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,14.56,0,May-1997,3,31.0,47.0,13,22,0.0,0.0,5726.01,5726.01,4241.71,1484.3,0.0,0.0,0.0,Apr-2021,336.9,,Jan-2022,0.0,,1,INDIVIDUAL
10361838,25000,,24950.0,60 ,18.25,638.25,D,D3,< 1 ,RENT,60000.0,Verified,Dec-2019,Charged Off,n,debt_consolidation,21.19,0,Mar-1995,1,,,14,45,0.0,0.0,10845.63,10823.94,4961.38,5884.25,0.0,0.0,0.0,May-2021,638.25,,Dec-2021,0.0,,1,INDIVIDUAL
10361812,35000,35000.0,35000.0,,19.2,911.78,D,D3,2 ,MORTGAGE,107000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,14.55,0,Oct-1991,3,63.0,,7,39,0.0,0.0,15340.26,15340.26,4613.38,6327.98,0.0,4398.9,43.989,Nov-2020,911.78,,Apr-2021,0.0,,1,INDIVIDUAL
10361711,33000,33000.0,33000.0,60 ,18.55,847.89,D,D2,3 ,MORTGAGE,105000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,17.95,0,Sep-1997,1,50.0,113.0,13,36,0.0,0.0,15262.02,15262.02,6948.48,8313.54,0.0,0.0,0.0,May-2021,847.89,,Dec-2021,0.0,61.0,1,INDIVIDUAL
10361661,7350,7350.0,7350.0,36 ,19.52,271.36,D,D4,10+ ,MORTGAGE,35000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,6.04,0,Nov-1998,2,43.0,,3,19,0.0,0.0,4948.86,4948.86,2555.19,1514.7,0.0,878.97,158.214600001,Mar-2021,271.36,,Jul-2021,0.0,,1,INDIVIDUAL
10361340,21850,21850.0,21850.0,36 ,,763.99,C,C3,8 ,RENT,50000.0,Verified,Nov-2019,Charged Off,n,credit_card,19.97,0,Dec-2000,1,,,2,13,0.0,0.0,13790.02,13790.02,9634.27,4117.55,38.2,0.0,0.0,May-2021,763.99,,Dec-2021,0.0,,1,INDIVIDUAL
10360912,14000,14000.0,14000.0,36 ,13.67,476.25,B,B5,10+ ,MORTGAGE,50000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,25.85,1,Jun-1998,1,18.0,,23,44,0.0,0.0,4285.86,4285.86,2984.06,1301.8,0.0,0.0,0.0,Aug-2020,476.25,,Jan-2022,0.0,82.0,1,INDIVIDUAL
10360560,21000,21000.0,21000.0,60 ,17.76,530.53,D,D1,6 ,RENT,90000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,28.75,0,Sep-1997,1,38.0,,6,35,0.0,0.0,10608.8,10608.8,5070.21,5538.59,0.0,0.0,0.0,Jul-2021,530.53,,Jan-2022,0.0,69.0,1,INDIVIDUAL
10360418,4000,4000.0,4000.0,36 ,15.61,139.86,C,C3,2 ,RENT,70000.0,Source Verified,Nov-2019,Charged Off,n,other,2.23,0,Nov-2007,0,54.0,,3,7,0.0,0.0,2572.21,2572.21,1689.01,868.2,15.0,0.0,0.0,Sep-2021,40.0,,Dec-2021,0.0,,1,INDIVIDUAL
10360218,9125,9125.0,9125.0,36 ,7.62,284.35,A,A3,10+ ,MORTGAGE,32000.0,Verified,Nov-2019,Charged Off,n,credit_card,18.27,0,Nov-1997,2,,,10,30,0.0,0.0,4549.6,4549.6,3800.24,749.36,0.0,0.0,0.0,Mar-2021,284.35,,Jan-2022,0.0,,1,INDIVIDUAL
10359507,12000,12000.0,12000.0,36 ,10.99,392.81,B,B2,4 ,RENT,48000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,13.23,2,Nov-1993,2,4.0,,9,27,0.0,0.0,4831.04,4831.04,2639.44,893.03,0.0,1298.57,12.9857000031,Aug-2020,392.81,,Jan-2021,0.0,4.0,1,INDIVIDUAL
10359499,15000,15000.0,15000.0,36 ,19.52,553.8,D,D4,9 ,RENT,48000.0,Not Verified,Dec-2019,Charged Off,n,debt_consolidation,18.68,0,Mar-2005,3,,,12,18,0.0,0.0,10577.03,10577.03,5609.81,3250.73,0.0,1716.49,308.9682,Apr-2021,553.8,,Sep-2021,0.0,,1,INDIVIDUAL
10358863,5500,5500.0,5500.0,36 ,7.9,172.1,A,A4,,MORTGAGE,35600.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,23.77,0,Dec-2005,0,,,10,34,0.0,0.0,1032.6,1032.6,828.89,203.71,0.0,0.0,0.0,May-2020,172.1,,Apr-2020,0.0,,1,INDIVIDUAL
10358766,24000,24000.0,24000.0,36 ,16.2,846.15,C,C4,10+ ,MORTGAGE,94000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,19.72,0,Nov-2000,2,,,17,29,0.0,0.0,5076.9,5076.9,3240.56,1836.34,0.0,0.0,0.0,May-2020,846.15,,Jan-2022,0.0,,1,INDIVIDUAL
10358061,10300,10300.0,10300.0,36 ,17.1,367.74,C,C5,3 ,RENT,58000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,17.59,0,Apr-1993,0,,,8,10,0.0,0.0,4044.57,4044.57,2611.07,1433.5,0.0,0.0,0.0,Oct-2020,367.74,,Jan-2022,0.0,,1,INDIVIDUAL
10357851,10000,10000.0,10000.0,36 ,,307.04,A,A2,4 ,RENT,65000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,14.64,0,Apr-1985,0,,,13,15,0.0,0.0,5918.74,5918.74,4197.92,710.88,0.0,1009.94,181.7892,Mar-2021,307.04,,Jan-2022,0.0,,1,INDIVIDUAL
10357705,11000,11000.0,11000.0,60 ,15.1,262.27,C,C2,,MORTGAGE,45000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,19.63,0,Oct-2001,1,,91.0,10,27,0.0,0.0,5245.4,5245.4,2796.78,2448.62,0.0,0.0,0.0,Jul-2021,262.27,,Jan-2022,0.0,,1,INDIVIDUAL
10357305,9250,9250.0,9250.0,36 ,17.1,330.25,C,C5,10+ ,RENT,42000.0,Verified,Nov-2019,Charged Off,n,other,7.43,0,Jul-2001,0,38.0,109.0,8,19,0.0,0.0,5614.16,5614.16,3786.77,1827.39,0.0,0.0,0.0,Apr-2021,330.25,,Jan-2022,0.0,38.0,1,INDIVIDUAL
10356865,4000,4000.0,4000.0,36 ,13.67,136.08,B,B5,6 ,RENT,45000.0,Not Verified,Nov-2019,Charged Off,n,credit_card,24.03,0,Oct-2005,1,65.0,102.0,10,22,0.0,0.0,2460.0,2460.0,1797.0,663.0,0.0,0.0,0.0,Jun-2021,136.08,,Jan-2022,0.0,68.0,1,INDIVIDUAL
10351987,8000,8000.0,8000.0,36 ,12.99,269.52,B,B4,2 ,RENT,50000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,5.26,3,Aug-2002,0,20.0,,10,17,0.0,0.0,3773.28,3773.28,2749.11,1024.17,0.0,0.0,0.0,Jan-2021,269.52,,Jan-2022,0.0,,1,INDIVIDUAL
10351923,4000,4000.0,4000.0,,9.67,128.45,B,B1,7 ,OWN,30000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,6.48,0,Sep-1995,0,,,5,16,0.0,0.0,2778.66,2778.66,2315.57,448.09,15.0,0.0,0.0,May-2021,454.0,,Jan-2022,0.0,,1,INDIVIDUAL
10351505,15000,15000.0,15000.0,36 ,10.99,491.01,B,B2,10+ ,MORTGAGE,61000.0,Source Verified,Nov-2019,Charged Off,n,credit_card,19.46,0,Feb-2003,0,,119.0,8,9,0.0,0.0,4910.1,4910.1,3685.71,1224.39,0.0,0.0,0.0,Sep-2020,491.01,,Jan-2022,0.0,,1,INDIVIDUAL
10351478,9450,9450.0,9450.0,,19.2,347.36,D,D3,3 ,RENT,27000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,15.51,0,Mar-2007,0,,,6,9,0.0,0.0,4535.93,4535.93,2108.33,1364.04,0.0,1063.56,10.6355999991,Sep-2020,347.36,,Feb-2021,0.0,,1,INDIVIDUAL
10351451,24450,24450.0,24450.0,60 ,,647.37,D,D5,1 ,MORTGAGE,160000.0,Verified,Dec-2019,Charged Off,n,debt_consolidation,14.24,0,May-1995,0,,,15,25,0.0,0.0,12299.27,12299.27,5322.26,6977.01,0.0,0.0,0.0,Jul-2021,647.37,,Jan-2022,0.0,,1,INDIVIDUAL
10351440,30000,30000.0,29975.0,,12.99,1010.68,B,B4,3 ,RENT,70000.0,Verified,Nov-2019,Charged Off,n,credit_card,11.19,0,Dec-2001,2,,,14,29,0.0,0.0,8757.11,8749.82,3502.55,1547.7,0.0,3706.86,37.0686,Apr-2020,1010.68,,Sep-2020,0.0,,1,INDIVIDUAL
10350654,24925,24925.0,24900.0,60 ,15.61,600.98,C,C3,10+ ,RENT,56000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,7.72,0,Apr-2001,1,60.0,,12,20,0.0,0.0,14266.45,14252.15,5023.88,5790.98,0.0,3451.59,621.286199999,Jul-2021,600.96,,Sep-2021,0.0,72.0,1,INDIVIDUAL
10350563,4800,4800.0,4800.0,36 ,,164.76,C,C1,10+ ,MORTGAGE,42000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,15.06,0,Jan-1999,0,,,9,15,0.0,0.0,4936.64,4936.64,1881.26,753.55,15.0,2286.83,411.6294,Mar-2021,344.52,,Jan-2021,0.0,,1,INDIVIDUAL
10350534,16000,16000.0,16000.0,36 ,20.2,596.25,D,D5,,RENT,69496.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,17.75,0,May-2002,1,,,11,17,0.0,0.0,8855.57,8855.57,4307.23,2847.5,0.0,1700.84,306.1512,Nov-2020,596.25,,Apr-2021,0.0,,1,INDIVIDUAL
10350236,11000,11000.0,11000.0,36 ,21.0,414.43,E,E1,7 ,OWN,50000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,5.69,0,Jun-1996,2,34.0,,5,12,0.0,0.0,7044.65,7044.65,4349.82,2694.83,0.0,0.0,0.0,Apr-2021,414.43,,Jan-2022,0.0,35.0,1,INDIVIDUAL
10350187,20000,20000.0,20000.0,36 ,6.03,608.72,A,A1,2 ,MORTGAGE,100000.0,Source Verified,Nov-2019,Charged Off,n,credit_card,20.16,0,Apr-2001,1,,,13,37,0.0,0.0,4261.04,4261.04,3611.62,649.42,0.0,0.0,0.0,Jun-2020,608.72,,Jan-2022,0.0,,1,INDIVIDUAL
10350110,35000,35000.0,35000.0,60 ,18.55,899.28,D,D2,9 ,MORTGAGE,85000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,19.0,2,Mar-1994,1,7.0,,8,32,0.0,0.0,10056.5,10056.5,2233.32,3160.11,0.0,4663.07,46.6307000047,May-2020,899.28,,Oct-2020,0.0,7.0,1,INDIVIDUAL
10349944,4000,,4000.0,36 ,19.52,147.68,D,D4,< 1 ,RENT,33000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,6.0,0,Nov-2004,3,39.0,,16,31,0.0,0.0,1772.16,1772.16,1085.04,687.12,0.0,0.0,0.0,Nov-2020,147.68,,Jan-2022,0.0,,1,INDIVIDUAL
10349621,28000,,28000.0,60 ,17.76,707.37,D,D1,10+ ,MORTGAGE,98000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,9.18,0,Jul-1987,2,,,12,35,0.0,0.0,14919.98,14919.98,5734.81,9149.8,35.37,0.0,0.0,Dec-2021,480.0,,Jan-2022,0.0,,1,INDIVIDUAL
10349295,4000,4000.0,4000.0,36 ,11.99,132.84,B,B3,1 ,RENT,76000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,16.85,0,Jan-2001,1,63.0,,5,14,0.0,0.0,2656.71,2656.71,2044.75,611.96,0.0,0.0,0.0,Jul-2021,132.84,,Jan-2022,0.0,,1,INDIVIDUAL
10349097,9000,9000.0,8950.0,36 ,7.9,281.62,A,A4,5 ,RENT,52000.0,Source Verified,Nov-2019,Charged Off,n,credit_card,7.75,0,Jul-1999,0,,,5,9,0.0,0.0,5315.94,5286.41,2766.11,611.95,0.0,1937.88,340.189599998,Nov-2020,281.62,,Jan-2022,0.0,,1,INDIVIDUAL
10348465,6000,6000.0,6000.0,36 ,12.99,202.14,B,B4,10+ ,MORTGAGE,60000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,15.26,1,Sep-2002,3,13.0,96.0,9,23,0.0,0.0,2129.7,2129.7,934.29,480.69,0.0,714.72,7.1472,Aug-2020,202.14,,Nov-2020,0.0,,1,INDIVIDUAL
10348312,7500,7500.0,7500.0,36 ,12.99,252.67,B,B4,7 ,MORTGAGE,55000.0,Not Verified,Nov-2019,Charged Off,n,other,15.03,0,Jul-2002,1,,,6,16,0.0,0.0,1961.84,1961.84,696.55,313.26,0.0,952.03,9.5202999974,Mar-2020,252.67,,Aug-2020,0.0,,1,INDIVIDUAL
10348079,19775,19775.0,19775.0,60 ,14.3,463.22,C,C1,3 ,OWN,80000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,16.58,0,Sep-1999,2,36.0,,16,33,0.0,0.0,6639.47,6639.47,2146.28,2018.23,0.0,2474.96,24.7496000083,Aug-2020,463.22,,Jan-2021,0.0,,1,INDIVIDUAL
10347987,7000,,7000.0,36 ,15.1,243.01,C,C2,3 ,RENT,70000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,8.19,0,Nov-2007,0,,,9,11,0.0,0.0,4646.71,4646.71,2788.85,1098.53,0.0,759.33,136.679400001,Mar-2021,243.01,,Jul-2021,0.0,,1,INDIVIDUAL
10347901,25000,25000.0,25000.0,36 ,15.61,874.12,C,C3,10+ ,RENT,70000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,34.55,0,Aug-1994,0,,,14,19,0.0,0.0,13985.62,13985.62,9693.53,4292.09,0.0,0.0,0.0,Mar-2021,874.12,,Jan-2022,0.0,,1,INDIVIDUAL
10347868,25000,25000.0,25000.0,36 ,15.1,867.86,C,C2,10+ ,MORTGAGE,200000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,9.92,1,Oct-2000,3,7.0,,8,22,0.0,0.0,12180.65,12180.65,6483.63,3062.59,0.0,2634.43,474.1974,Oct-2020,867.86,,Mar-2021,0.0,,1,INDIVIDUAL
10346933,7200,7200.0,7200.0,36 ,9.67,231.21,B,B1,9 ,RENT,50000.0,Not Verified,Nov-2019,Charged Off,n,credit_card,8.04,0,Jun-2003,3,,96.0,6,17,0.0,0.0,331.21,331.21,172.85,158.36,0.0,0.0,0.0,Apr-2020,100.46,,Jan-2022,0.0,,1,INDIVIDUAL
10342576,32000,32000.0,32000.0,36 ,24.5,1263.87,F,F3,10+ ,MORTGAGE,103000.0,Verified,Nov-2019,Charged Off,n,credit_card,22.03,0,Oct-1991,3,,,17,40,0.0,0.0,11370.42,11370.42,5963.45,5406.97,0.0,0.0,0.0,Aug-2020,1263.87,,Jan-2022,0.0,,1,INDIVIDUAL
10342378,3675,3675.0,3675.0,36 ,20.2,136.96,D,D5,,OWN,12312.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,19.1,0,Jun-2000,2,74.0,,21,44,0.0,0.0,1643.25,1643.25,989.32,653.93,0.0,0.0,0.0,Nov-2020,136.96,,Jan-2022,0.0,,1,INDIVIDUAL
10342363,2400,2400.0,2400.0,36 ,19.52,88.61,D,D4,2 ,RENT,24000.0,Verified,Nov-2019,Charged Off,n,medical,14.9,0,Aug-2008,0,,,19,29,0.0,0.0,586.14,586.14,150.97,114.56,0.0,320.61,3.2061,Feb-2020,88.61,,Jul-2020,0.0,,1,INDIVIDUAL
10342149,8000,8000.0,8000.0,36 ,11.99,265.68,B,B3,5 ,MORTGAGE,26800.0,Not Verified,Nov-2019,Charged Off,n,credit_card,15.41,1,May-2000,1,8.0,,7,37,0.0,0.0,4219.59,4219.59,2564.82,888.9,0.0,765.87,137.8566,Dec-2020,265.68,,May-2021,0.0,,1,INDIVIDUAL
10342092,14000,14000.0,14000.0,36 ,12.99,471.65,B,B4,1 ,RENT,55000.0,Not Verified,Nov-2019,Charged Off,n,debt_consolidation,16.32,0,Jul-2000,2,58.0,,20,29,0.0,0.0,9432.07,9432.07,7104.53,2327.54,0.0,0.0,0.0,Jul-2021,471.65,,Jan-2022,0.0,60.0,1,INDIVIDUAL
10342066,25000,25000.0,25000.0,36 ,23.4,972.97,E,E5,10+ ,MORTGAGE,62000.0,Verified,Nov-2019,Charged Off,n,home_improvement,19.81,1,May-1978,2,10.0,,12,29,0.0,0.0,21398.87,21398.87,12322.83,9076.04,0.0,0.0,0.0,Jan-2022,620.8,,Jan-2022,0.0,,1,INDIVIDUAL
10341978,9000,9000.0,9000.0,36 ,14.3,308.92,C,C1,7 ,OWN,53000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,23.48,0,Dec-2000,1,,,6,21,0.0,0.0,3707.04,3707.04,2585.13,1121.91,0.0,0.0,0.0,Nov-2020,308.92,,Jan-2022,0.0,,1,INDIVIDUAL
10341269,10000,10000.0,10000.0,36 ,15.61,349.65,C,C3,,OWN,60000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,15.2,0,Jun-2001,4,81.0,96.0,11,20,0.0,0.0,4543.92,4543.92,3087.16,1456.76,0.0,0.0,0.0,Dec-2020,349.65,,Jan-2021,0.0,,1,INDIVIDUAL
10340862,19800,19800.0,19800.0,60 ,16.2,483.61,C,C4,10+ ,MORTGAGE,83000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,12.09,0,Feb-1999,0,,,10,31,0.0,0.0,4154.06,4154.06,657.43,792.74,0.0,2703.89,27.0389000051,Feb-2020,483.61,,Jul-2020,0.0,,1,INDIVIDUAL
10340826,3000,3000.0,3000.0,36 ,14.3,102.98,C,C1,4 ,RENT,55100.0,Source Verified,Nov-2019,Charged Off,n,medical,10.17,0,Feb-1994,2,70.0,,19,36,0.0,0.0,1506.72,1506.72,1017.0,423.64,35.0,31.08,5.5944,Jul-2021,10.0,,Jan-2022,0.0,70.0,1,INDIVIDUAL
10340746,24000,24000.0,24000.0,,20.2,638.53,D,D5,9 ,MORTGAGE,115000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,6.96,0,Jun-1996,2,,,6,11,0.0,0.0,13408.59,13408.59,5849.48,7559.11,0.0,0.0,0.0,Aug-2021,638.53,,Jan-2022,0.0,,1,INDIVIDUAL
10339948,24925,24925.0,24925.0,60 ,24.99,731.44,F,F4,7 ,MORTGAGE,150000.0,Source Verified,Nov-2019,Charged Off,n,other,12.38,0,Dec-1999,3,,53.0,11,23,0.0,0.0,12035.34,12035.34,2855.18,5918.56,0.0,3261.6,587.088000003,Nov-2020,1462.88,,Apr-2021,0.0,,1,INDIVIDUAL
10338771,17000,17000.0,17000.0,60 ,12.99,386.72,B,B4,,MORTGAGE,51400.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,33.62,0,Jan-1970,0,,,13,38,0.0,0.0,7728.25,7728.25,4495.9,3232.35,0.0,0.0,0.0,Jul-2021,386.72,,Jan-2022,0.0,,1,INDIVIDUAL
10338614,30000,30000.0,30000.0,36 ,,1102.72,D,D3,10+ ,MORTGAGE,82000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,20.66,2,Oct-1998,1,20.0,,14,24,0.0,0.0,12343.09,12343.09,5269.4,3551.58,0.0,3522.11,35.2211000005,Jul-2020,1102.72,,Oct-2021,0.0,,1,INDIVIDUAL
10338259,33950,33950.0,33950.0,60 ,24.08,978.25,F,F2,3 ,MORTGAGE,92400.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,24.66,2,Sep-1993,5,13.0,,7,15,0.0,0.0,19442.54,19442.54,6347.43,13046.2,48.91,0.0,0.0,Sep-2021,1000.0,,Dec-2021,0.0,,1,INDIVIDUAL
10337952,12000,12000.0,12000.0,60 ,17.76,303.16,D,D1,3 ,OWN,42000.0,Source Verified,Nov-2019,Charged Off,n,credit_card,28.29,0,Dec-1999,0,,,19,27,0.0,0.0,3941.08,3941.08,1785.39,2155.69,0.0,0.0,0.0,Dec-2020,303.16,,Jan-2022,0.0,,1,INDIVIDUAL
10337820,3600,3600.0,3600.0,36 ,18.55,131.15,D,D2,10+ ,MORTGAGE,85000.0,Source Verified,Nov-2019,Charged Off,n,credit_card,27.84,0,Jan-1997,2,,,17,45,0.0,0.0,2885.09,2885.09,1960.42,924.67,0.0,0.0,0.0,Sep-2021,131.15,,Jan-2022,0.0,,1,INDIVIDUAL
10337745,16000,16000.0,16000.0,36 ,19.2,588.12,D,D3,10+ ,MORTGAGE,78000.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,12.66,0,Mar-1992,3,,,12,33,0.0,0.0,10025.68,10025.68,6422.17,3574.1,29.41,0.0,0.0,Apr-2021,1205.65,,Jan-2022,0.0,,1,INDIVIDUAL
10337651,10575,10575.0,10575.0,36 ,,381.04,D,D1,2 ,MORTGAGE,50000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,27.22,0,Nov-1995,0,25.0,,10,17,0.0,0.0,3429.36,3429.36,2144.62,1284.74,0.0,0.0,0.0,Aug-2020,381.04,,Jan-2022,0.0,52.0,1,INDIVIDUAL
10337208,9600,,9600.0,36 ,,368.62,E,E3,2 ,MORTGAGE,40000.0,Not Verified,Nov-2019,Charged Off,n,home_improvement,12.51,0,Aug-2003,1,,,8,16,0.0,0.0,4100.73,4100.73,1617.44,1330.17,0.0,1153.12,11.5312000006,Jul-2020,368.62,,Dec-2020,0.0,,1,INDIVIDUAL
10336828,32875,32875.0,32875.0,36 ,24.99,1306.94,F,F4,5 ,OWN,73759.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,18.21,0,May-1994,2,,,7,16,0.0,0.0,4767.04,4767.04,0.0,0.0,0.0,4767.04,47.6704000021,,0.0,,May-2020,0.0,,1,INDIVIDUAL
10332386,11625,11625.0,11625.0,36 ,20.2,433.22,D,D5,,RENT,45000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,14.8,0,May-2005,2,40.0,118.0,9,31,0.0,0.0,7796.67,7796.67,4945.19,2851.48,0.0,0.0,0.0,May-2021,433.22,,Dec-2021,0.0,,1,INDIVIDUAL
10331762,10125,10125.0,10125.0,36 ,23.1,392.47,E,E4,5 ,RENT,34560.0,Source Verified,Nov-2019,Charged Off,n,debt_consolidation,27.05,0,Sep-2008,2,,,14,26,0.0,0.0,2188.19,2188.19,398.17,385.27,0.0,1404.75,14.0475000011,Jan-2020,392.47,,Jun-2020,0.0,,1,INDIVIDUAL
10331409,8000,8000.0,8000.0,36 ,7.62,249.3,A,A3,,RENT,26185.0,Verified,Nov-2019,Charged Off,n,credit_card,5.55,0,Jun-1993,2,,,6,17,0.0,0.0,5231.76,5231.76,4441.32,790.44,0.0,0.0,0.0,Aug-2021,249.3,,Aug-2021,0.0,,1,INDIVIDUAL
10331221,18825,18825.0,18825.0,36 ,15.1,653.5,C,C2,3 ,MORTGAGE,42000.0,Verified,Nov-2019,Charged Off,n,debt_consolidation,25.91,0,Jun-2001,0,,,17,25,0.0,0.0,2613.67,2613.67,1697.98,915.69,0.0,0.0,0.0,Mar-2020,653.5,,Jan-2022,0.0,,1,INDIVIDUAL
10331090,29000,29000.0,29000.0,36 ,14.3,995.39,C,C1,4 ,RENT,90000.0,Source Verified,Nov-2019,Charged Off,n,credit_card,5.56,0,Mar-2001,1,,96.0,8,11,0.0,0.0,18912.41,18912.41,13764.31,5148.1,0.0,0.0,0.0,Jul-2021,995.39,,Jan-2022,0.0,,1,INDIVIDUAL
